Name,Category,Region,County,Facility,Availability,Facility.URL,Golf.URL,Nature.Center.URL,Longitude,Latitude,Location
Iona Island,State Park,8,Rockland,Camp,Not Available,,,,-73.9760037,41.3042706,"(41.30427060200, -73.97600369840)"
Knox Headquarters,State Historic Site,8,Orange,Camp,Not Available,http://nysparks.com/historic-sites/5/details.aspx,,,-74.04782194,41.45343523,"(41.45343522520, -74.04782194410)"
Lake Superior,State Park,8,Sullivan,Camp,Not Available,http://nysparks.com/parks/87/details.aspx,,,-74.87942648,41.66793053,"(41.66793052970, -74.87942647960)"
Minnewaska,State Park Preserve,8,Ulster,Camp,Not Available,http://nysparks.com/parks/127/details.aspx,,,-74.29323529,41.71581549,"(41.71581549160, -74.29323529390)"
New Windsor Cantonement,State Historic Site,8,Orange,Camp,Not Available,http://nysparks.com/historic-sites/22/details.aspx,,,-74.05945727,41.47339278,"(41.47339278130, -74.05945726770)"
Nyack Beach,State Park,8,Rockland,Camp,Not Available,http://nysparks.com/parks/156/details.aspx,,,-73.90865449,41.1271277,"(41.12712769530, -73.90865449420)"
Palisades,State Park,8,Rockland,Camp,Not Available,,,,-73.90354437,41.00004239,"(41.00004238580, -73.90354437080)"
Rockland Lake,State Park,8,Rockland,Camp,Not Available,http://nysparks.com/parks/81/details.aspx,http://nysparks.com/golf-courses/6/details.aspx,,-73.92191924,41.13621068,"(41.13621068220, -73.92191924450)"
Schunnemunk Mountain,State Park,8,Orange,Camp,Not Available,http://nysparks.com/parks/184/details.aspx,,,-74.10271725,41.40211076,"(41.40211076090, -74.10271725190)"
Senate House,State Historic Site,8,Orange,Camp,Not Available,http://nysparks.com/historic-sites/18/details.aspx,,,-74.01888424,41.93493647,"(41.93493646660, -74.01888424120)"
Sterling Forest,State Park,8,Orange,Camp,Not Available,http://nysparks.com/parks/74/details.aspx,,,-74.24676588,41.21191921,"(41.21191920660, -74.24676587890)"
Stony Point Battlefield,State Historic Site,8,Rockland,Camp,Not Available,http://nysparks.com/historic-sites/8/details.aspx,,,-73.9763735,41.24109039,"(41.24109039190, -73.97637349730)"
Storm King,State Park,8,Orange,Camp,Not Available,http://nysparks.com/parks/152/details.aspx,,,-73.9913464,41.42564449,"(41.42564449100, -73.99134640200)"
Tallman Mountain,State Park,8,Rockland,Camp,Not Available,http://nysparks.com/parks/119/details.aspx,,,-73.91033132,41.02642268,"(41.02642267600, -73.91033131530)"
Washington's Headquarters,State Historic Site,8,Orange,Camp,Not Available,http://nysparks.com/historic-sites/17/details.aspx,,,-74.00960758,41.49770505,"(41.49770504710, -74.00960757880)"
Alfred E. Smith/Sunken Meadow,State Park,9,Suffolk,Camp,Not Available,http://nysparks.com/parks/37/details.aspx,http://nysparks.com/golf-courses/13/details.aspx,,-73.26320632,40.90999227,"(40.90999226950, -73.26320632450)"
Amsterdam Beach,State Park,9,Suffolk,Camp,Not Available,,,,-71.90026531,41.04777113,"(41.04777113090, -71.90026531100)"
Bayard Cutting Arboretum,State Park,9,Suffolk,Camp,Not Available,http://nysparks.com/parks/95/details.aspx,,,-73.15775835,40.74724054,"(40.74724053560, -73.15775835320)"
Belmont Lake,State Park,9,Suffolk,Camp,Not Available,http://nysparks.com/parks/88/details.aspx,,,-73.336795,40.7262324,"(40.72623240190, -73.33679499630)"
Bethpage,State Park,9,Nassau,Camp,Not Available,http://nysparks.com/parks/108/details.aspx,http://nysparks.com/golf-courses/11/details.aspx,,-73.45680354,40.74751741,"(40.74751741050, -73.45680354030)"
Brentwood,State Park,9,Suffolk,Camp,Not Available,,,,-73.27112999,40.79155338,"(40.79155338420, -73.27112999250)"
Brookhaven,State Park,9,Suffolk,Camp,Not Available,http://nysparks.com/parks/180/details.aspx,,,-72.86481657,40.92095004,"(40.92095003770, -72.86481657330)"
Caleb Smith Park Preserve,State Park Preserve,9,Suffolk,Camp,Not Available,http://nysparks.com/parks/124/details.aspx,,http://www.nysparks.com/environment/nature-centers/9/details.aspx,-73.22601645,40.85303798,"(40.85303798080, -73.22601644730)"
Camp Hero,State Park,9,Suffolk,Camp,Not Available,http://nysparks.com/parks/97/details.aspx,,,-71.8777873,41.06177195,"(41.06177194750, -71.87778729950)"
Captree,State Park,9,Suffolk,Camp,Not Available,http://nysparks.com/parks/65/details.aspx,,,-73.26127359,40.63885218,"(40.63885218330, -73.26127358590)"
Caumsett,State Historic Park,9,Suffolk,Camp,Not Available,http://nysparks.com/parks/23/details.aspx,,,-73.46867735,40.92812462,"(40.92812461750, -73.46867734940)"
Cold Spring Harbor,State Park,9,Suffolk,Camp,Not Available,http://nysparks.com/parks/115/details.aspx,,,-73.46022301,40.86283939,"(40.86283939140, -73.46022300860)"
Connetquot River,State Park Preserve,9,Suffolk,Camp,Not Available,http://nysparks.com/parks/8/details.aspx,,http://www.nysparks.com/environment/nature-centers/6/details.aspx,-73.14924969,40.76942925,"(40.76942924760, -73.14924968890)"
Gilgo,State Park,9,Suffolk,Camp,Not Available,http://nysparks.com/parks/15/details.aspx,,,-73.34293029,40.6342881,"(40.63428809940, -73.34293029080)"
Hallock,State Park Preserve,9,Suffolk,Camp,Not Available,http://nysparks.com/parks/181/details.aspx,,,-72.59747381,40.99072069,"(40.99072069450, -72.59747380930)"
Heckscher,State Park,9,Suffolk,Camp,Available,http://nysparks.com/parks/136/details.aspx,,,-73.16492238,40.70866151,"(40.70866150840, -73.16492237860)"
Hempstead Lake,State Park,9,Nassau,Camp,Not Available,http://nysparks.com/parks/31/details.aspx,,,-73.64242151,40.682314,"(40.68231400130, -73.64242150720)"
Hither Hills,State Park,9,Suffolk,Camp,Available,http://nysparks.com/parks/122/details.aspx,,,-72.02131304,41.01605601,"(41.01605601000, -72.02131303600)"
Hither Woods,State Park,9,Suffolk,Camp,Not Available,,,,-71.98933313,41.0313237,"(41.03132370160, -71.98933313460)"
Jones Beach,State Park,9,Nassau,Camp,Not Available,http://nysparks.com/parks/10/details.aspx,http://nysparks.com/golf-courses/18/details.aspx,http://www.nysparks.com/environment/nature-centers/4/details.aspx,-73.51642732,40.59601085,"(40.59601084800, -73.51642731820)"
Montauk Downs,State Park,9,Suffolk,Camp,Not Available,http://nysparks.com/parks/29/details.aspx,http://nysparks.com/golf-courses/8/details.aspx,,-71.9385278,41.04928768,"(41.04928768220, -71.93852780020)"
Montauk Point,State Park,9,Suffolk,Camp,Not Available,http://nysparks.com/parks/61/details.aspx,,,-71.88138835,41.07145028,"(41.07145027740, -71.88138834920)"
Napeague,State Park,9,Suffolk,Camp,Not Available,,,,-72.07589738,40.993265,"(40.99326499570, -72.07589738350)"
Nissequogue River,State Park,9,Suffolk,Camp,Not Available,http://nysparks.com/parks/110/details.aspx,,,-73.2316962,40.89867044,"(40.89867044230, -73.23169620380)"
Orient Beach,State Park,9,Suffolk,Camp,Not Available,http://nysparks.com/parks/106/details.aspx,,,-72.27152525,41.12855132,"(41.12855132490, -72.27152525200)"
Planting Fields Arboretum,State Historic Park,9,Nassau,Camp,Not Available,http://nysparks.com/historic-sites/24/details.aspx,,,-73.55722533,40.86217528,"(40.86217528070, -73.55722532990)"
Robert Moses,State Park,9,Suffolk,Camp,Not Available,http://nysparks.com/parks/7/details.aspx,http://nysparks.com/golf-courses/12/details.aspx,,-73.26514244,40.62351775,"(40.62351774640, -73.26514243630)"
Sag Harbor,State Park,9,Suffolk,Camp,Not Available,,http://nysparks.com/golf-courses/17/details.aspx,,-72.26056664,40.99702452,"(40.99702451660, -72.26056664280)"
Shadmoor,State Park,9,Suffolk,Camp,Not Available,http://nysparks.com/parks/16/details.aspx,,,-71.92772812,41.03868098,"(41.03868098430, -71.92772811820)"
Trail View,State Park,9,Nassau,Camp,Not Available,http://nysparks.com/parks/39/details.aspx,,,-73.47016875,40.8141101,"(40.81411010080, -73.47016875400)"
Valley Stream,State Park,9,Nassau,Camp,Not Available,http://nysparks.com/parks/159/details.aspx,,,-73.6942502,40.67876603,"(40.67876602600, -73.69425020180)"
Walt Whitman Birthplace,State Historic Site,9,Suffolk,Camp,Not Available,http://nysparks.com/historic-sites/19/details.aspx,,,-73.41176452,40.81717508,"(40.81717508380, -73.41176451860)"
Wildwood,State Park,9,Suffolk,Camp,Available,http://nysparks.com/parks/68/details.aspx,,,-72.79457341,40.96049996,"(40.96049995990, -72.79457341390)"
Black Lake Boat Launch,Marine Facility,10,St. Lawrence,Camp,Not Available,,,,-75.61303889,44.50938677,"(44.50938677290, -75.61303889280)"
Burnham Point,State Park,10,Jefferson,Camp,Available,http://nysparks.com/parks/57/details.aspx,,,-76.26444427,44.16250249,"(44.16250248650, -76.26444426670)"
Canoe Picnic Point,State Park,10,Jefferson,Camp,Available,http://nysparks.com/parks/64/details.aspx,,,-76.07471216,44.30417139,"(44.30417138600, -76.07471216060)"
Cedar Island,State Park,10,St. Lawrence,Camp,Available,http://nysparks.com/parks/25/details.aspx,,,-75.79052886,44.44967933,"(44.44967933200, -75.79052886370)"
Cedar Point,State Park,10,Jefferson,Camp,Available,http://nysparks.com/parks/21/details.aspx,,,-76.19613394,44.2034892,"(44.20348919670, -76.19613394000)"
Chaumont Boat Launch,Marine Facility,10,Jefferson,Camp,Not Available,,,,-76.14980352,44.06940899,"(44.06940899090, -76.14980352160)"
Coles Creek,State Park,10,St. Lawrence,Camp,Available,http://nysparks.com/parks/72/details.aspx,,,-75.12323609,44.88473357,"(44.88473357010, -75.12323608550)"
Crab Island,State Park,10,Clinton,Camp,Not Available,,,,-73.41714939,44.661758,"(44.66175799700, -73.41714938520)"
Croil Island,State Park,10,St. Lawrence,Camp,Not Available,,,,-74.97947525,44.97256811,"(44.97256811030, -74.97947525210)"
Cumberland Bay,State Park,10,Clinton,Camp,Available,http://nysparks.com/parks/34/details.aspx,,,-73.42117996,44.73334654,"(44.73334654280, -73.42117996320)"
Dewolf Point,State Park,10,Jefferson,Camp,Available,http://nysparks.com/parks/22/details.aspx,,,-75.9901418,44.33274077,"(44.33274076620, -75.99014179590)"
Eel Weir,State Park,10,St. Lawrence,Camp,Available,http://nysparks.com/parks/121/details.aspx,,,-75.47592958,44.62999004,"(44.62999003910, -75.47592957720)"
Galop Island,State Park,10,St. Lawrence,Camp,Not Available,,,,-75.39276378,44.76843672,"(44.76843672150, -75.39276378220)"
Grass Point,State Park,10,Jefferson,Camp,Available,http://nysparks.com/parks/139/details.aspx,,,-75.99593007,44.28176681,"(44.28176681430, -75.99593007350)"
Great Chazy Boat Launch,Marine Facility,10,Clinton,Camp,Not Available,,,,-73.38722476,44.93159446,"(44.93159446470, -73.38722476180)"
Higley Flow,State Park,10,St. Lawrence,Camp,Available,http://nysparks.com/parks/58/details.aspx,,,-74.91464273,44.49829863,"(44.49829863400, -74.91464272620)"
Jacques Cartier,State Park,10,St. Lawrence,Camp,Available,http://nysparks.com/parks/114/details.aspx,,,-75.6805192,44.55484146,"(44.55484146380, -75.68051919670)"
Keewaydin,State Park,10,Jefferson,Camp,Available,http://nysparks.com/parks/24/details.aspx,,,-75.92971103,44.32343021,"(44.32343021440, -75.92971102700)"
Kring Point,State Park,10,Jefferson,Camp,Available,http://nysparks.com/parks/14/details.aspx,,,-75.85615854,44.37718875,"(44.37718875030, -75.85615853970)"
Long Point,State Park,10,Jefferson,Camp,Available,http://nysparks.com/parks/54/details.aspx,,,-76.21705748,44.02844022,"(44.02844022260, -76.21705748170)"
Macomb Reservation,State Park,10,Clinton,Camp,Available,http://nysparks.com/parks/77/details.aspx,,,-73.61240776,44.61786492,"(44.61786491630, -73.61240776110)"
Mary Island,State Park,10,Jefferson,Camp,Available,http://nysparks.com/parks/40/details.aspx,,,-75.92157812,44.3655711,"(44.36557110420, -75.92157812080)"
Point Au Roche,State Park,10,Clinton,Camp,Not Available,http://nysparks.com/parks/30/details.aspx,,,-73.38769347,44.77840043,"(44.77840042950, -73.38769347120)"
Point Au Roche Boat Launch,Marine Facility,10,Clinton,Camp,Not Available,,,,-73.36439068,44.80297115,"(44.80297115220, -73.36439067550)"
Robert Moses,State Park,10,St. Lawrence,Camp,Not Available,http://nysparks.com/parks/51/details.aspx,,http://www.nysparks.com/environment/nature-centers/5/details.aspx,-74.82735035,45.00064012,"(45.00064012250, -74.82735034810)"
Robert Wehle,State Park,10,Jefferson,Camp,Not Available,http://nysparks.com/parks/137/details.aspx,,,-76.27550032,43.86716908,"(43.86716908390, -76.27550031840)"
Rock Island Lighthouse,State Park,10,Jefferson,Camp,Not Available,,,,-76.01679557,44.28031135,"(44.28031135040, -76.01679556720)"
Sackets Harbor,State Historic Site,10,Jefferson,Camp,Not Available,http://nysparks.com/historic-sites/7/details.aspx,,,-76.12978027,43.94630983,"(43.94630982770, -76.12978027100)"
Southwick Beach,State Park,10,Jefferson,Camp,Available,http://nysparks.com/parks/36/details.aspx,,,-76.20460033,43.76329127,"(43.76329126660, -76.20460032660)"
St. Lawrence,State Park,10,St. Lawrence,Camp,Not Available,http://nysparks.com/parks/70/details.aspx,http://nysparks.com/golf-courses/2/details.aspx,,-75.57656984,44.62983634,"(44.62983633830, -75.57656983570)"
Stony Creek Boat Launch,Marine Facility,10,Jefferson,Camp,Not Available,,,,-76.22920823,43.82561136,"(43.82561136390, -76.22920822600)"
Waterson Point,State Park,10,Jefferson,Camp,Not Available,http://nysparks.com/parks/48/details.aspx,,,-76.01007586,44.33917818,"(44.33917817740, -76.01007586330)"
Wellesley Island,State Park,10,Jefferson,Camp,Available,http://nysparks.com/parks/52/details.aspx,http://nysparks.com/golf-courses/7/details.aspx,http://www.nysparks.com/environment/nature-centers/2/details.aspx,-76.01544821,44.329238,"(44.32923800290, -76.01544820650)"
Westcott Beach,State Park,10,Jefferson,Camp,Available,http://nysparks.com/parks/90/details.aspx,,,-76.11801703,43.89698048,"(43.89698048320, -76.11801702600)"
Whetstone Gulf,State Park,10,Lewis,Camp,Not Available,http://nysparks.com/parks/92/details.aspx,,,-75.47741546,43.69850757,"(43.69850757390, -75.47741546370)"
Wilson Hill Boat Launch,Marine Facility,10,St. Lawrence,Camp,Not Available,,,,-75.00699964,44.92902872,"(44.92902871910, -75.00699964460)"
Athens Boat Launch,Marine Facility,11,Greene,Camp,Not Available,,,,-73.80227689,42.27295384,"(42.27295383990, -73.80227688600)"
Bennington Battlefield,State Historic Site,11,Rensselaer,Camp,Not Available,http://nysparks.com/historic-sites/12/details.aspx,,,-73.3022506,42.93950615,"(42.93950615040, -73.30225060210)"
Cherry Plain,State Park,11,Rensselaer,Camp,Available,http://nysparks.com/parks/173/details.aspx,,,-73.41221527,42.61786779,"(42.61786778960, -73.41221526600)"
Coxsackie Boat Launch,Marine Facility,11,Greene,Camp,Not Available,,,,-73.79577523,42.35271611,"(42.35271611280, -73.79577522510)"
Crailo,State Historic Site,11,Rensselaer,Camp,Not Available,http://nysparks.com/historic-sites/30/details.aspx,,,-73.74922568,42.63462908,"(42.63462907530, -73.74922568100)"
Crown Point,State Historic Site,11,Essex,Camp,Not Available,http://nysparks.com/historic-sites/34/details.aspx,,,-73.43166319,44.02332481,"(44.02332481240, -73.43166318720)"
Grafton Lakes,State Park,11,Rensselaer,Camp,Not Available,http://nysparks.com/parks/53/details.aspx,,http://www.nysparks.com/environment/nature-centers/1/details.aspx,-73.44286108,42.78418998,"(42.78418997700, -73.44286108410)"
Grant Cottage,State Historic Site,11,Saratoga,Camp,Not Available,http://nysparks.com/historic-sites/9/details.aspx,,,-73.74541757,43.2012117,"(43.20121170390, -73.74541757310)"
Guy Park,State Historic Site,11,Montgomery,Camp,Not Available,,,,-74.20954822,42.94695201,"(42.94695200740, -74.20954821570)"
Hudson River Islands,State Park,11,Columb/Greene,Camp,Available,http://nysparks.com/parks/98/details.aspx,,,-73.7783764,42.32888525,"(42.32888524760, -73.77837640000)"
John Boyd Thacher,State Park,11,Albany,Camp,Not Available,http://nysparks.com/parks/128/details.aspx,,http://www.nysparks.com/environment/nature-centers/8/details.aspx,-74.01470616,42.65546553,"(42.65546552500, -74.01470615780)"
John Brown Farm,State Historic Site,11,Essex,Camp,Not Available,http://nysparks.com/historic-sites/29/details.aspx,,,-73.97150675,44.2495745,"(44.24957450370, -73.97150674920)"
Johnson Hall,State Historic Site,11,Fulton,Camp,Not Available,http://nysparks.com/historic-sites/10/details.aspx,,,-74.38189017,43.01551188,"(43.01551188180, -74.38189017440)"
Lake Lauderdale,State Park,11,Washington,Camp,Not Available,,,,-73.37041513,43.08508562,"(43.08508562190, -73.37041512790)"
Max V. Shaul,State Park,11,Schoharie,Camp,Available,http://nysparks.com/parks/94/details.aspx,,,-74.41092231,42.54799377,"(42.54799377170, -74.41092231350)"
Mine Kill,State Park,11,Schoharie,Camp,Not Available,http://nysparks.com/parks/165/details.aspx,,,-74.4611211,42.43402454,"(42.43402453550, -74.46112109670)"
Mohawk River,State Park,11,Schenectady,Camp,Not Available,,,,-73.84963984,42.80040938,"(42.80040937990, -73.84963983660)"
Moreau Lake,State Park,11,Saratoga,Camp,Available,http://nysparks.com/parks/150/details.aspx,,http://www.nysparks.com/environment/nature-centers/7/details.aspx,-73.7337769,43.23321367,"(43.23321366860, -73.73377689810)"
Peebles Island,State Park,11,Saratoga,Camp,Not Available,http://nysparks.com/parks/111/details.aspx,,,-73.68454923,42.78232136,"(42.78232135940, -73.68454923040)"
Rexford Aqueduct,State Historic Site,11,Sara/Schen,Camp,Not Available,,,,-73.88767645,42.84926496,"(42.84926496220, -73.88767645060)"
Saratoga Lake Marine Park,Marine Facility,11,Saratoga,Camp,Not Available,http://nysparks.com/parks/120/details.aspx,,,-73.72043153,43.05350531,"(43.05350531080, -73.72043153470)"
Saratoga Spa,State Park,11,Saratoga,Camp,Not Available,http://nysparks.com/parks/112/details.aspx,http://nysparks.com/golf-courses/15/details.aspx,,-73.80393559,43.05089145,"(43.05089144720, -73.80393559290)"
Schodack Island,State Park,11,Alb/Rens,Camp,Not Available,http://nysparks.com/parks/146/details.aspx,,,-73.77652044,42.49059902,"(42.49059902240, -73.77652043620)"
Schoharie Crossing,State Historic Site,11,Montgomery,Camp,Not Available,http://nysparks.com/historic-sites/27/details.aspx,,,-74.26757028,42.94934485,"(42.94934485380, -74.26757027890)"
Schuyler Mansion,State Historic Site,11,Albany,Camp,Not Available,http://nysparks.com/historic-sites/33/details.aspx,,,-73.75928699,42.64132297,"(42.64132297360, -73.75928699310)"
Susan B Anthony,Other,11,Washington,Camp,Not Available,,,,-73.42311978,43.11052997,"(43.11052996620, -73.42311978200)"
Thompson's Lake,State Park,11,Albany,Camp,Available,http://nysparks.com/parks/99/details.aspx,,,-74.04697993,42.65573108,"(42.65573108020, -74.04697993400)"
